Unnamed: 0,Наименование ДП,"Макс. ПДЗ за 2019 год, дней","Сред. ПДЗ за 2019 год, дней","Кол-во просрочек свыше 5-ти дней за 2019 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2019 год, руб.","Кол-во раз ПДЗ за 2019 год, шт.","2016, Нематериальные активы, RUB","2017, Нематериальные активы, RUB","2018, Нематериальные активы, RUB","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2016, Оборотные активы, RUB","2017, Оборотные активы, RUB","2018, Оборотные активы, RUB","2016, Уставный капитал , RUB","2017, Уставный капитал , RUB","2018, Уставный капитал , RUB","2016, Капитал и резервы, RUB","2017, Капитал и резервы, RUB","2018, Капитал и резервы, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2017, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2016, Выручка, RUB","2017, Выручка, RUB","2018, Выручка, RUB","2016, Себестоимость продаж, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2017, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) до налогообложения , RUB","2016, Прибыль (убыток) от продажи, RUB","2017, Прибыль (убыток) от продажи, RUB","2018, Прибыль (убыток) от продажи, RUB"
122,122,0,0.0,0,0.0,0,0.0,0.0,0.0,15707006.36942675,9684713.375796178,8591082.80254777,15707006.36942675,9684713.375796178,9654777.070063692,66063694.26751592,73185350.31847133,95043949.044586,124777707.0063694,141380254.77707,161001273.8853503,6369.426751592357,6369.426751592357,6369.426751592357,68085987.2611465,70470063.69426751,82806369.42675158,0.0,0.0,0.0,0.0,0.0,0.0,30182165.60509554,18327388.53503185,21848407.6433121,42216560.50955414,62267515.92356688,66001273.88535032,72398726.11464968,80594904.45859872,87849681.52866241,276133121.0191083,281057961.7834395,381651592.3566879,270705095.5414013,242421656.0509554,313176433.1210191,2183439.49044586,7164331.210191082,30358598.72611465,5428025.477707006,11801273.88535032,41405732.48407643
123,123,0,0.0,0,0.0,0,0.0,0.0,0.0,365880254.7770701,346372611.4649681,365023566.8789809,484012738.8535032,464505095.5414013,482057961.7834395,764765605.0955414,650298726.1146497,702120382.1656051,1411998089.171974,1424897452.229299,1411072611.464968,356050.9554140127,356050.9554140127,32203184.7133758,1058472611.464968,1027254777.070064,1036717834.394904,0.0,0.0,0.0,829299.3630573248,789171.974522293,499363.0573248408,277650318.4713376,379333121.0191082,119254140.1273885,559058598.7261146,482025477.7070064,736659235.6687897,836708917.1974522,861358598.7261146,855913375.7961783,2880457961.783439,2900346496.815287,2768627388.535032,2455824203.821656,2503856050.955414,2325154777.070064,25205095.54140127,26757961.78343949,22359872.61146497,75908917.19745223,44332484.07643312,72291719.74522293
124,124,0,0.0,0,0.0,0,1244198089.171974,0.0,1256386624.203822,15669340127.38854,0.0,27344897452.2293,296615594904.4586,0.0,353104404458.5987,4336098089.171974,0.0,8889623566.87898,54139942675.15923,0.0,45365125477.70701,87898.08917197451,0.0,87898.08917197451,122339542675.1592,0.0,167173445859.8726,177510799363.0573,0.0,173294685350.3185,217477469426.7516,0.0,218657384713.3758,4486908917.197452,0.0,5956236942.675159,5417063057.324841,0.0,5899319108.280254,10938525477.70701,0.0,12638698726.11465,72607452866.24203,0.0,86548703184.71338,25500469426.75159,0.0,26597198089.17197,123763528025.4777,0.0,27111706369.42675,42473231210.19108,0.0,53950595541.40127
125,125,47,7.428571428571429,72,31696321.1401274,175,0.0,0.0,0.0,7121656.050955414,36255414.01273885,11089171.97452229,7121656.050955414,36375159.23566879,11129299.36305732,94084076.433121,104844585.9872612,132273885.3503185,152512738.8535032,184245222.9299363,232782165.6050956,636942.6751592356,636942.6751592356,636942.6751592356,24439490.44585987,37403184.71337579,55228025.47770701,0.0,100636.9426751592,8119108.280254777,0.0,112101.9108280255,8168789.808917197,7419108.280254777,25699363.05732484,24820382.16560509,127776433.1210191,157405732.4840764,155693630.5732484,135194904.4585987,183105095.5414013,180514012.7388535,695898089.1719745,982321019.1082802,1224618471.337579,575954777.0700637,814414649.6815287,1045371974.522293,6836305.732484076,16268152.86624204,22822292.99363057,8092356.687898089,17892356.68789809,40791719.74522293
126,126,820,148.2300884955752,142,80091398.35031846,226,0.0,0.0,0.0,36206369.42675159,28647770.70063695,47682165.60509554,36522292.99363057,32460509.55414012,56140764.33121019,586087898.089172,643577070.0636942,2310365605.095541,936809554.1401272,1163352866.242038,3478589171.974522,56899363.05732484,59896815.2866242,59896815.2866242,69061146.49681528,161223566.8789809,-114191719.7452229,0.0,0.0,0.0,22700636.94267516,4040127.388535032,211994904.4585987,0.0,0.0,1374124203.821656,812845222.9299363,910198089.1719744,1822947770.700637,881570063.6942675,1030549681.528662,3436926751.592357,2160542675.159235,1985528025.477707,4619331210.191083,1953381528.662421,2051914012.738853,4870169426.751593,42543949.04458599,-255194904.4585987,-421779617.8343949,54931210.1910828,-267243312.1019108,-392109554.1401274
127,127,0,0.0,0,0.0,0,0.0,0.0,0.0,1729299.363057325,1181528.662420382,612101.9108280254,1729299.363057325,1181528.662420382,612101.9108280254,19032484.07643312,27619745.22292994,25607006.36942675,90002547.77070063,131426751.5923567,142025477.7070064,6369.426751592357,6369.426751592357,3191082.802547771,56329299.36305732,75034394.9044586,82298089.17197452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35402547.77070063,57572611.46496815,60339490.44585987,35402547.77070063,57572611.46496815,60339490.44585987,437236305.732484,511985350.3184713,532955414.0127388,222127388.5350318,399296178.343949,436219745.2229299,8592356.687898088,23898089.17197452,5555414.012738854,10387898.08917197,25807006.36942675,7068152.866242038
128,128,12,3.294117647058824,2,668822.5031847134,17,8280.254777070064,51592.35668789809,350955.4140127389,124682165.6050955,102487261.1464968,95814012.7388535,124716560.5095541,102596178.343949,96270063.69426753,1984143312.101911,2400912101.910828,3219167515.923567,4106343312.101911,5301352229.299363,7118728662.420382,6439490.445859873,6439490.445859873,6439490.445859873,1364390445.859873,1697266242.038217,1944987898.089172,5582802.5477707,5149681.52866242,1245222.929936306,8721019.108280255,7889808.917197452,2756050.955414013,804481528.6624204,1582599363.057325,2534987261.146497,2053466878.980892,2116192356.687898,2732267515.923567,2857947770.700637,3698791719.745223,5267254777.070064,14920118471.33758,17580885987.26115,22394577707.00637,13278303821.65605,15908180891.71974,20605264331.21019,387029299.3630573,471466878.9808917,323003821.6560509,612433757.9617834,622875796.1783439,482984713.3757961
129,129,13,1.824691358024692,10,9351780.006369429,405,126208917.1974522,115323566.8789809,100724203.821656,166361146.4968153,179003184.7133758,190115286.6242038,292734394.9044586,294652866.2420382,291938853.5031847,396852866.2420382,485694904.4585987,435120382.1656051,1015261783.43949,1523841401.273885,1407761783.43949,98053503.18471338,98053503.18471338,98053503.18471338,682658598.7261146,820945859.8726114,1032940764.33121,0.0,0.0,0.0,2641401.27388535,2310828.025477707,5236305.732484076,0.0,254777070.0636943,159891719.7452229,611490445.8598726,727594267.5159235,488780891.7197452,622695541.4012738,995237579.6178344,661523566.8789809,1815235031.847134,2203070063.694268,2800416560.509554,1195693630.573248,1588784076.433121,2057083439.490446,383070063.6942675,373839490.4458599,464878980.8917197,422583439.4904459,362992356.6878981,436992356.6878981
130,130,24,5.0,9,627182.8662420382,31,0.0,0.0,0.0,313019745.2229299,276756050.955414,233996815.2866242,449541401.2738853,408394904.4585987,301704458.5987261,934740127.388535,1629306369.426752,354287261.1464968,2295166878.980892,2861847133.757962,1484185987.261146,1158509554.140127,1158509554.140127,1158509554.140127,1488210191.082802,1508340764.33121,1511130573.248408,0.0,0.0,0.0,48321656.05095541,37398089.17197452,21132484.07643312,0.0,0.0,0.0,1156293630.573248,1671409554.140127,193873248.4076433,1208176433.121019,1724503184.713376,253627388.5350318,18381587261.1465,25991057324.84076,4629107643.312101,18142510191.0828,25758882165.60509,4480428662.420382,98407643.3121019,94388535.03184712,1878980.891719745,142294267.5159236,141650318.4713376,46792993.63057324
131,131,5,2.5,0,0.0,6,45222.92993630573,24203.82165605096,3184.713375796178,40781528.66242038,35359235.6687898,31808280.25477707,43133121.01910828,37208917.19745223,33021019.10828025,171594904.4585987,151168789.8089172,287890445.8598726,611184713.3757962,531155414.0127388,742400636.9426751,12738.85350318471,676433.1210191082,676433.1210191082,184854140.1273885,186488535.0318471,188080891.7197452,163787261.1464968,72290445.85987261,187581528.6624204,163787261.1464968,72290445.85987261,187581528.6624204,211133121.0191083,212455414.0127389,299547133.7579617,86110191.08280255,92565605.0955414,97271337.57961784,305676433.1210191,309585350.3184713,399759235.6687898,2096612738.853503,2066089171.974522,2450578980.89172,1870767515.923567,1841880891.719745,2207286624.203822,25740127.38853503,1045222.929936306,1825477.707006369,60666878.98089172,45631210.1910828,52906369.42675159
132,132,7,2.848484848484849,3,1155570.834394904,33,0.0,0.0,0.0,154777.0700636943,126114.6496815286,96815.2866242038,154777.0700636943,126114.6496815286,96815.2866242038,211678980.8917197,271268789.8089172,499668152.866242,278288535.0318471,380489171.9745223,667505095.5414013,6369.426751592357,6369.426751592357,6369.426751592357,218136305.7324841,268191082.8025477,319963057.3248407,0.0,0.0,13777070.06369427,0.0,0.0,13777070.06369427,0.0,0.0,23566.87898089172,60307006.36942675,112424203.821656,333838216.5605096,60307006.36942675,112424203.821656,333861783.4394904,604562420.3821656,572270063.6942675,960433757.9617834,540382165.6050955,512733757.9617834,895545859.8726114,46686624.20382165,50700000.0,52458598.72611465,46587261.14649681,50847770.70063694,52799363.05732484
133,133,0,0.0,0,0.0,0,364450955.4140127,430038216.5605096,664416560.5095541,52555116560.50955,56878450318.47134,61800505095.5414,54618129299.36305,59313733121.0191,100971218471.3376,44103822929.9363,51855602547.7707,46046757961.78344,53028433757.96178,65175250955.41401,51409047133.75796,2110375796.178344,2110375796.178344,2110375796.178344,71775812738.8535,77023728025.4777,86130257961.78343,7966322929.936305,18547830573.24841,34819145859.87261,14983303821.65605,26761034394.90446,43118821656.05096,3344617197.452229,1063527388.535032,696236305.7324841,16560004458.59873,18710957961.78344,21440247133.75796,20887446496.81528,20704221656.05096,23131185987.26115,91850894904.4586,97624491719.74522,120330668152.8662,81245743312.10191,87871862420.38216,107701123566.879,9801057961.78344,6197058598.726114,9156919745.222927,10546715286.6242,7785714649.681528,10599087898.08917
134,134,25,4.853333333333333,20,11529091.07643312,75,35031.84713375796,45222.92993630573,69426.75159235668,54591719.74522293,48353503.18471337,52143949.04458599,202761146.4968153,196561783.4394904,201318471.3375796,103204458.5987261,100487261.1464968,113341401.2738853,230792993.6305732,253043312.1019108,290649681.5286624,6369.426751592357,6369.426751592357,6369.426751592357,237110191.0828025,238010191.0828025,247270063.6942675,47503184.71337579,38076433.12101911,44605095.54140128,50724840.76433121,42650955.41401274,49758598.72611465,70007643.31210192,86984713.37579617,77701273.88535032,70447133.75796178,70332484.07643312,105223566.8789809,145718471.3375796,168943949.044586,194939490.4458599,484460509.5541401,598964968.1528662,692701273.8853503,358445222.9299363,463617197.4522293,530964331.2101911,3645222.929936306,5263057.324840765,13268152.86624204,14646496.81528662,14583439.49044586,11106369.42675159
135,135,17,5.3,8,3328592.904458599,20,56015923.56687898,8665605.0955414,38145222.92993631,15827156050.95541,14320435668.78981,13170546496.81529,20081570700.63694,17413265605.09554,16178930573.24841,5559146496.815287,12984086624.20382,9103987898.089172,12020059235.66879,20144978980.89172,15492608280.25478,372312738.8535032,372312738.8535032,372312738.8535032,9121758598.726114,9394904458.598726,7551045859.872611,11455410191.0828,11946701910.82803,11946701910.82803,11800852229.29936,12251061783.43949,12210610828.02548,1747201273.88535,5764331210.191083,5414012738.853503,9229402547.7707,9268685350.318472,6036188535.031847,11179019108.28025,15912278343.94904,11909882165.6051,26611648407.64331,31656756687.89809,36749423566.87898,23338887261.1465,28824208280.25478,34757319108.28025,2186054140.127388,-36368789.8089172,-1883073248.407644,1808402547.7707,1613859872.611465,506405095.5414013
136,136,2,1.142857142857143,0,0.0,7,0.0,0.0,0.0,2784076.433121019,4983439.49044586,9950318.47133758,2784076.433121019,4983439.49044586,9950318.47133758,11336942.67515924,11578343.94904458,11975796.17834395,60400636.94267516,65015923.56687898,68612101.91082802,2601273.885350318,2601273.885350318,2601273.885350318,29499363.05732484,33353503.18471337,34003184.71337579,17197452.22929936,22292993.63057325,23792993.63057325,17197452.22929936,22292993.63057325,23792993.63057325,0.0,0.0,0.0,16487898.08917197,14352866.24203822,20766242.03821656,16487898.08917197,14352866.24203822,20766242.03821656,328474522.2929936,322525477.7070063,317661783.4394904,308042038.2165605,300832484.0764331,298044585.9872611,1363694.267515924,4856050.955414013,818471.3375796179,5301273.885350319,8608280.25477707,4447133.757961784
137,137,11,6.5,2,613673.9108280254,4,66242.03821656051,66242.03821656051,66242.03821656051,17279162420.38216,18491474522.29299,17460227388.53503,17815719108.28025,19024784713.3758,18229256050.95541,382087261.1464968,409110828.0254777,380492993.6305732,2342775159.235669,1876726114.649682,1917394904.458598,12164968152.86624,12164968152.86624,12164968152.86624,15061996815.28662,15064761783.43949,14533149681.52866,1784652229.299363,43542675.15923566,0.0,2236242038.21656,444982802.5477707,364336305.732484,1591297452.229299,4191459235.66879,4062895541.401274,1130678343.949044,1028856050.955414,992464331.210191,2860255414.012739,5391766242.038217,5249164968.152866,7712155414.012738,5515591082.802547,6078229936.305732,3575695541.401274,4026146496.815287,5189982165.605095,2650780254.77707,-34040127.38853503,-619464331.210191,3229204458.598726,511013375.7961784,112751592.3566879
138,138,0,0.0,0,0.0,0,0.0,0.0,0.0,34914012.7388535,32956050.95541401,31142038.21656051,34914012.7388535,32956050.95541401,31142038.21656051,10460509.55414013,9954777.070063692,8966242.038216561,28965605.0955414,27628662.42038216,27971974.522293,26751.5923566879,26751.5923566879,26751.5923566879,40041401.27388535,43293630.57324841,44033757.96178344,0.0,0.0,0.0,0.0,0.0,0.0,19108280.25477707,12738853.50318471,8280254.777070063,4729936.305732484,4552229.299363057,6799363.057324841,23838216.56050956,17291082.80254777,15079617.8343949,136294267.5159236,118573248.4076433,115438853.5031847,118131210.1910828,103968152.866242,102538216.5605096,6105732.484076433,4158598.726114649,1244585.987261146,5482802.5477707,3312101.910828025,1170700.636942675
139,139,28,11.63333333333333,22,6038477.159235669,30,0.0,0.0,0.0,194884713.3757962,215829299.3630573,196978980.8917197,2653093630.573248,1905936305.732484,1275092356.687898,1430370700.636943,636157961.7834395,551656687.8980892,3196016560.509554,2877282802.547771,2586944585.987261,6369.426751592357,318471337.5796178,318471337.5796178,127821019.1082803,352003184.7133758,375593630.5732484,794291082.8025477,648450318.4713376,453892356.6878981,5530416560.509554,4088400636.942675,3107845859.872612,4777070.063694268,17484076.43312102,0.0,186095541.4012739,325331210.1910828,378598089.1719745,190872611.4649681,342815286.6242038,378598089.1719745,321988535.0318471,719406369.4267516,897151592.3566879,103312738.8535032,370005095.5414013,994369426.7515924,68234394.9044586,46727388.53503185,32920382.16560509,218675796.178344,349401273.8853503,-97217834.39490443
140,140,0,0.0,0,0.0,0,0.0,0.0,0.0,511464.9681528662,531210.1910828025,419108.2802547771,511464.9681528662,531210.1910828025,419108.2802547771,4631210.191082803,4003821.656050955,6379617.834394904,13338853.50318471,15097452.22929936,20743312.10191083,6369.426751592357,6369.426751592357,6369.426751592357,11248407.6433121,13325477.70700637,15324203.82165605,0.0,0.0,0.0,82165.6050955414,44585.9872611465,0.0,0.0,0.0,0.0,2519745.222929936,2258598.72611465,5838216.560509554,2519745.222929936,2258598.72611465,5838216.560509554,36921656.05095541,45300000.0,48778343.94904459,30771337.57961783,38896178.34394904,41275159.23566879,3200636.94267516,2611464.968152866,2462420.382165605,3255414.012738853,3065605.095541401,3801273.885350318
141,141,14,5.133689839572193,173,68776168.83439493,374,0.0,0.0,0.0,21876433.1210191,66736942.67515923,26577707.00636943,23523566.87898089,71326114.64968152,29390445.85987261,141871974.522293,69015286.62420382,210701910.8280254,187335031.8471338,225443949.044586,452600000.0,668789.8089171974,668789.8089171974,668789.8089171974,43917834.39490446,72562420.3821656,83945859.87261146,60191082.80254777,52547770.70063694,106687898.089172,60191082.80254777,52547770.70063694,110913375.7961783,21776433.1210191,61877707.00636943,428662.4203821656,84973248.4076433,109782802.5477707,286702547.7707006,106749044.5859872,171660509.5541401,287131210.1910828,1892519108.280254,1793615286.624204,2088512101.910828,1845592993.630573,1702469426.751592,2014794904.458598,11987261.14649682,35975796.17834394,15928662.42038216,25379617.83439491,61538853.50318471,14018471.33757962
142,142,0,0.0,0,0.0,0,0.0,0.0,0.0,131847.1337579618,3110828.025477707,2746496.815286624,131847.1337579618,3110828.025477707,2746496.815286624,1396815.286624204,3635668.789808917,4545222.929936306,10968152.86624204,12616560.50955414,15786624.20382166,5095.541401273885,0.0,0.0,4915286.624203822,5157961.78343949,4974522.29299363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6184713.375796178,10569426.75159236,13558598.72611465,6184713.375796178,10569426.75159236,13558598.72611465,21359235.66878981,38115923.56687898,40649044.58598726,18205095.54140127,37758598.72611465,40282802.5477707,210828.025477707,312738.8535031847,322292.9936305732,241401.2738853503,357324.8407643312,366242.0382165605
143,143,56,11.01369863013699,43,14751412.58598726,73,0.0,0.0,0.0,10459235.66878981,68126114.64968152,70486624.20382166,10459235.66878981,68126114.64968152,70486624.20382166,13156687.89808917,27619745.22292994,18913375.79617834,18951592.3566879,31422929.93630573,56563057.32484076,6369.426751592357,6369.426751592357,6369.426751592357,6754140.127388535,7138216.560509554,12230573.24840764,2064331.210191083,29299.36305732484,0.0,2064331.210191083,29299.36305732484,0.0,4458.598726114649,7171974.522292993,8918471.337579617,20587898.08917197,85209554.14012739,105900636.9426752,20592356.68789809,92381528.66242038,114819108.2802548,108927388.5350318,179824203.821656,168484076.433121,116884713.3757962,175291082.8025478,155368789.8089172,643312.101910828,660509.5541401274,6375796.178343949,-9822929.936305732,1887898.089171974,10581528.66242038
144,144,9,2.608695652173913,14,6365195.140127388,92,0.0,0.0,0.0,3419108.280254777,2885987.261146497,7003184.713375796,3419108.280254777,2885987.261146497,7003184.713375796,18917834.39490446,21655414.01273885,44481528.66242038,19475159.23566879,21970700.63694268,44552229.29936305,6369.426751592357,6369.426751592357,6369.426751592357,207006.3694267516,768789.8089171974,1259872.611464968,0.0,0.0,0.0,5095.541401273885,5095.541401273885,5095.541401273885,2332484.076433121,2332484.076433121,6114649.681528662,20349681.52866242,21750318.47133758,44175796.17834394,22682165.60509554,24082802.5477707,50290445.85987261,244221019.1082802,284164968.1528662,315135668.7898089,243000636.9426752,282097452.2292994,310438216.5605096,66242.03821656051,717197.4522292993,642675.1592356687,279617.8343949044,708280.25477707,1122292.993630573
145,145,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1138853.503184713,1138853.503184713,0.0,43401273.88535032,42271337.57961784,30712101.91082802,74405732.48407643,76207643.3121019,63420382.16560509,6369.426751592357,6369.426751592357,6369.426751592357,7463694.267515923,8600000.0,7308917.197452229,32175796.17834395,21791719.74522293,26905732.48407644,32175796.17834395,21791719.74522293,26905732.48407644,1878343.949044586,5661146.496815287,1600000.0,34026751.59235669,41293630.57324841,27605095.54140127,35905095.54140127,46954777.0700637,29205095.54140127,337566878.9808917,362489808.9171975,382189808.9171975,300726751.5923567,318235031.8471338,345064331.2101911,4317834.394904458,1561783.439490446,5061146.496815287,-1207643.312101911,17588535.03184713,10064331.21019108
146,146,3,1.666666666666667,0,0.0,9,0.0,0.0,0.0,8798089.171974521,10520382.16560509,36711464.96815287,8798089.171974521,10520382.16560509,36711464.96815287,16672611.46496815,20098089.17197452,26234394.9044586,31641401.27388535,28727388.53503185,26530573.24840764,12738.85350318471,12738.85350318471,12738.85350318471,10819108.28025478,11901910.82802548,13064331.21019108,0.0,0.0,0.0,0.0,0.0,0.0,3762420.382165605,11627388.53503185,1808280.25477707,25857961.78343949,15718471.33757962,48369426.75159235,29620382.16560509,27345859.87261146,50177707.00636943,103534394.9044586,117189171.9745223,169301273.8853503,99166242.03821656,110062420.3821656,156916560.5095541,807643.3121019108,1357324.840764331,5542675.159235668,322292.9936305732,2522929.936305732,6839490.445859873
147,147,2,2.0,0,0.0,2,44585.9872611465,28662.4203821656,12738.85350318471,40052866.24203821,60208917.19745223,55690445.85987261,42394904.45859873,62819745.22292993,58936942.67515923,43289171.97452229,34113375.79617834,54443312.10191083,205067515.9235669,222090445.8598726,263157324.8407643,6369.426751592357,6369.426751592357,6369.426751592357,216910191.0828025,234703184.7133757,297542675.1592357,0.0,0.0,0.0,3236942.675159235,2737579.617834395,2919745.222929936,0.0,0.0,0.0,26458598.72611465,47026751.59235669,17409554.14012739,27315286.62420382,47469426.75159235,21631847.13375796,373408280.2547771,426457324.8407643,468050955.4140127,219230573.2484076,237687261.1464968,277145859.8726115,88929936.30573247,111018471.3375796,102321656.0509554,84312738.85350318,110092356.6878981,98794904.45859872
148,148,0,0.0,0,0.0,0,24840.76433121019,20382.16560509554,15286.62420382166,11329936.30573248,14131847.13375796,45434394.9044586,11355414.01273885,14814012.7388535,46070700.63694267,86943949.04458599,253426751.5923567,261611464.9681529,246146496.8152866,499501273.8853503,779266242.0382165,6375796.178343949,6375796.178343949,6375796.178343949,243061783.4394904,307470063.6942675,716428025.477707,0.0,0.0,0.0,19745.2229299363,103184.7133757962,328662.4203821656,636.9426751592356,8280.254777070064,1910.828025477707,12779617.8343949,202508917.1974522,104795541.4012739,14420382.16560509,206742038.2165605,108580254.7770701,541807006.3694267,823361783.4394904,2084398089.171974,516302547.7707006,718652229.299363,1480277707.006369,13774522.29299363,83164968.15286624,508566242.0382165,12155414.01273885,88364331.21019109,485530573.2484076
149,149,7,3.153846153846154,1,1081951.611464968,13,0.0,0.0,0.0,0.0,0.0,51468789.8089172,0.0,0.0,51468789.8089172,0.0,0.0,245917834.3949044,0.0,0.0,324466878.9808917,0.0,0.0,6369.426751592357,0.0,0.0,103401910.8280255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273.885350318471,0.0,0.0,53379617.8343949,0.0,0.0,272533757.9617834,0.0,0.0,940501910.8280256,0.0,0.0,892746496.8152866,0.0,0.0,19390445.85987261,0.0,0.0,14424840.76433121
150,150,0,0.0,0,0.0,0,91719.74522292994,82165.6050955414,102547.770700637,37975159.23566879,39408917.19745223,240669426.7515924,40442675.15923566,51137579.61783439,254864331.2101911,465500636.9426751,479022929.9363057,286040127.388535,1118471337.579618,1388749681.528662,1798223566.878981,777070.0636942675,777070.0636942675,33019745.22292994,343045859.8726115,339233757.9617834,524229936.3057325,95541.40127388536,95541.40127388536,579905095.5414013,95541.40127388536,95541.40127388536,579905095.5414013,191114649.6815286,274840764.3312102,652233121.0191083,624468789.8089172,825691719.7452229,293473885.3503184,815772611.4649681,1100557961.783439,948952866.242038,1447998726.11465,1992277070.063694,2708828025.477707,1396571974.522293,1926278343.949044,2622709554.140127,1808280.25477707,1605095.541401274,1743949.044585987,14361146.49681529,25847133.75796178,26114012.7388535
151,151,0,0.0,0,0.0,0,0.0,0.0,0.0,111414012.7388535,98982165.60509554,95233757.96178344,111414012.7388535,98982165.60509554,95233757.96178344,18731210.1910828,13782165.60509554,55252229.29936305,80483439.49044585,67335031.84713376,85955414.01273885,6369.426751592357,6369.426751592357,6369.426751592357,17599363.05732484,21135031.84713376,24127388.53503185,31821019.10828025,4983439.49044586,110953503.1847134,31821019.10828025,4983439.49044586,110953503.1847134,101949044.5859872,111370700.6369427,0.0,40528025.47770701,28828025.47770701,46108280.25477707,142477070.0636943,140198726.1146497,46108280.25477707,465010828.0254777,528308280.2547771,594291719.7452229,427073885.3503184,516342675.1592357,543819745.22293,21299363.05732484,4386624.203821656,4229299.363057325,37936942.67515923,11965605.0955414,24160509.55414013
152,152,0,0.0,0,0.0,0,1910.828025477707,1910.828025477707,1273.885350318471,15176433.12101911,45472611.46496815,42743949.04458599,20893630.57324841,50990445.85987261,48261146.49681529,49118471.33757962,68418471.33757961,52454777.0700637,65205732.48407643,89613375.79617834,73307006.36942674,63694.26751592357,63694.26751592357,63694.26751592357,-27571337.57961783,2543312.101910828,30370063.69426752,57907643.31210191,59370700.63694267,32633757.96178344,69531847.13375796,71000000.0,32638853.50318472,2655414.012738853,4503821.656050955,0.0,41483439.49044586,62557324.84076433,58559872.61146496,44138853.50318471,67060509.55414013,58559872.61146496,296900000.0,201317834.3949045,254644585.9872611,267693630.5732484,181784713.3757962,240550955.4140128,4522292.993630573,340764.3312101911,30985987.2611465,15587898.08917197,6980254.777070063,-294904.4585987261
153,153,0,0.0,0,0.0,0,0.0,0.0,0.0,18340764.33121019,15796178.34394904,11650318.47133758,18340764.33121019,15801910.82802548,11666242.03821656,30515286.62420382,25202547.77070064,28594267.51592357,57894904.45859873,53559872.61146496,60025477.70700637,0.0,0.0,630573.2484076433,61857324.84076433,55794904.45859873,56661146.49681529,2776433.121019108,1824840.76433121,872611.4649681528,2921656.050955414,1975159.23566879,1022929.936305732,0.0,0.0,0.0,10400000.0,10535031.84713376,12894267.51592357,11457324.84076433,11592356.68789809,14007643.31210191,122119108.2802548,149197452.2292994,184000636.9426752,105451592.3566879,144528662.4203822,108629299.3630573,15995541.40127388,2858598.72611465,569426.7515923567,16667515.92356688,4668789.808917197,-950955.4140127389
154,154,8,2.5,3,1498592.834394904,46,0.0,0.0,0.0,6640127.388535032,5017834.394904458,2212738.853503184,6640127.388535032,5017834.394904458,2243949.044585987,15454777.07006369,5445222.929936306,11905095.54140127,103687898.089172,95145859.87261146,100514012.7388535,8280.254777070064,8280.254777070064,8280.254777070064,12843312.10191083,33174522.29299363,34443312.10191083,0.0,0.0,0.0,0.0,3184.713375796178,31210.19108280255,10255414.01273885,31847133.75796178,31847133.75796178,87229299.36305732,34254140.12738854,35458598.72611465,97484713.37579615,66985987.26114649,68283439.49044585,532410191.0828025,418974522.2929936,351636942.6751592,520731847.133758,402770700.6369427,332629936.3057325,3459235.668789809,32757324.84076433,1584713.375796178,3670063.694267516,6892993.630573248,5207643.312101911
155,155,608,608.0,2,1289872.52866242,2,0.0,0.0,0.0,16096815.2866242,26935668.78980892,48723566.87898089,52134394.9044586,68145222.9299363,103378343.9490446,10520382.16560509,27153503.18471337,20031847.13375796,206300000.0,347366242.0382165,389982802.5477707,2165605.095541401,2165605.095541401,2165605.095541401,-272968152.8662421,-293629299.3630573,-385149044.5859873,402375796.178344,434255414.0127388,501056687.8980892,402375796.178344,434255414.0127388,501056687.8980892,27908917.19745223,30031847.13375796,221200000.0,99538216.56050956,243926751.5923567,154303184.7133758,129026751.5923567,274885350.3184713,377452866.2420382,268796815.2866242,292522292.9936306,326860509.5541401,252754140.1273885,240792356.6878981,267715923.566879,107296815.2866242,-25820382.16560509,-95558598.72611465,-14547133.75796178,21123566.87898089,19542038.21656051
