Unnamed: 0,Наименование ДП,"Макс. ПДЗ за 2019 год, дней","Сред. ПДЗ за 2019 год, дней","Кол-во просрочек свыше 5-ти дней за 2019 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2019 год, руб.","Кол-во раз ПДЗ за 2019 год, шт.","Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","Кол-во раз ПДЗ за 2020 год, шт.","Оценка потенциала контрагента 1, руб.","Оценка потенциала контрагента 2, руб.",Статус,"2016, Нематериальные активы, RUB","2017, Нематериальные активы, RUB","2018, Нематериальные активы, RUB","2019, Нематериальные активы, RUB","2020, Нематериальные активы, RUB","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2019, Основные средства , RUB","2020, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2019, Внеоборотные активы, RUB","2020, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2019, Дебиторская задолженность, RUB","2020, Дебиторская задолженность, RUB","2016, Оборотные активы, RUB","2017, Оборотные активы, RUB","2018, Оборотные активы, RUB","2019, Оборотные активы, RUB","2020, Оборотные активы, RUB","2016, Уставный капитал , RUB","2017, Уставный капитал , RUB","2018, Уставный капитал , RUB","2019, Уставный капитал , RUB","2020, Уставный капитал , RUB","2016, Капитал и резервы, RUB","2017, Капитал и резервы, RUB","2018, Капитал и резервы, RUB","2019, Капитал и резервы, RUB","2020, Капитал и резервы, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2020, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2020, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2017, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2019, Заёмные средства (краткосрочные), RUB","2020, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2019, Кредиторская задолженность, RUB","2020, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2019, Краткосрочные обязательства, RUB","2020, Краткосрочные обязательства, RUB","2016, Выручка, RUB","2017, Выручка, RUB","2018, Выручка, RUB","2019, Выручка, RUB","2020, Выручка, RUB","2016, Себестоимость продаж, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2019, Себестоимость продаж, RUB","2020, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2017, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) до налогообложения , RUB","2019, Прибыль (убыток) до налогообложения , RUB","2020, Прибыль (убыток) до налогообложения , RUB","2016, Прибыль (убыток) от продажи, RUB","2017, Прибыль (убыток) от продажи, RUB","2018, Прибыль (убыток) от продажи, RUB","2019, Прибыль (убыток) от продажи, RUB","2020, Прибыль (убыток) от продажи, RUB",Факт. 20,Факт. 21,Факт.32,Факт.31,Факт.23,Факт 24,Факт 27,Факт 33,Факт 28,Факт 29,Факт 30,Факт 40,Факт 41,Факт 42,Факт 46,Факт 48,Факт 49,Факт 50,Факт 51,Факт 54,Факт 55,Факт 56,Факт 57,Факт 58,Факт 59,Факт 60,Факт 37,Факт 39,Факт 1,Факт 2,Факт 3,Факт 7,Факт 12,Факт 14,Факт 15,Факт 16,Итого,ПДЗ 1-30,ПДЗ 31-90,ПДЗ 91-365,ПДЗ более 365
127,204,66,5.751633986928105,48,21006276.53503185,153,26,5.222222222222222,33,13133480.66878981,72,15923566.87898089,31847133.75796178,Действующая,3821.656050955414,3184.713375796178,1114649.681528662,652866.2420382166,52229.29936305733,1125407006.369427,1291570700.636943,6101043312.101911,5712739490.44586,5352549681.528663,1185239490.44586,1407957961.783439,6941352866.242038,6847389808.917197,6457042675.159235,3775107643.312102,3347792993.630573,5495980891.719745,6492582165.605095,6957445859.872611,8366720382.165605,15771689171.97452,15633080891.71974,13698577707.00637,11895702547.7707,47836305.73248407,557390445.8598726,557390445.8598726,557390445.8598726,557390445.8598726,1748094267.515924,2145752866.242038,-312335031.8471338,492784713.3757961,376067515.9235669,0.0,0.0,1529243312.101911,1649853503.184713,0.0,4725300000.0,2461864331.210191,6136310191.082803,4821703821.656051,3079870700.636942,0.0,0.0,3632065605.095541,3639211464.968153,5670835031.847134,2164604458.598726,12283500636.94267,12355266878.98089,9243189171.974522,8128080891.719745,3078565605.095541,12572029936.30573,16750458598.72611,15231478980.89172,14896807006.36943,6892928025.477707,10072721656.05095,17164377070.06369,28417677070.06369,24476842038.21656,6280000636.942675,9457063057.32484,14048987261.1465,25018059235.66879,22551628662.42038,47299363.05732484,-112791719.7452229,1462017197.452229,1001698089.171975,-137415923.566879,24434394.9044586,-136441401.2738853,1743891082.802548,1435714012.738853,-122822292.9936306,,,,,,,,,,10.0,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,20.0,0,1,0,0
128,205,63,19.40277777777778,48,21554564.68152867,72,49,10.488,145,89202522.87261142,250,57324840.76433121,57324840.76433121,Действующая,5607643.312101911,4842675.159235668,1375796.178343949,3482165.605095541,3396178.343949045,2333161146.496815,3552949681.528662,3320386624.203822,4080156687.898089,6194494267.515924,2566696178.343949,3735495541.401274,4148273248.407643,5756689808.917197,9216238853.503183,17221184076.43312,17528795541.40127,31748999363.05732,27902500636.94267,28847561146.49681,32464598089.17197,33522877070.06369,55200036305.73248,50138763694.26752,69403701910.82802,95541401.27388534,95541401.27388534,95541401.27388534,95541401.27388534,95541401.27388534,4343824203.821656,5395855414.012738,6140498726.11465,8125561146.496815,9542275159.235668,457324840.7643312,1990445859.872611,1756680254.77707,0.0,0.0,738594267.5159235,2322063057.324841,2909739490.44586,1954522292.99363,4262741401.273885,1307645222.929936,1307517834.394904,1442268789.808917,2197452229.299363,5237514012.738853,28579254777.07006,28212049044.58599,48329912738.8535,43072057961.78344,59312699363.05732,29948875159.23567,29540454140.12739,50298071337.57961,45815370700.63694,64814924203.82166,56198319745.22293,46994122292.99363,48253594267.51592,82366407006.36943,55301484713.37579,50903352866.24203,40969285987.26115,42425798089.17197,69296390445.85986,50659285350.31847,1833929299.363057,1344717197.452229,2137093630.573248,4267266878.980892,1864521019.10828,1646422292.99363,2370615923.566879,2101682802.547771,7278035031.847134,1513091719.745223,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,5.0,5.0,,,,,,,,,,,20.0,1,0,0,0
129,206,0,0.0,0,0.0,0,244,37.96666666666667,20,8207597.764331209,30,0.0,3821656.050955414,Действующая,0.0,0.0,0.0,0.0,0.0,47012738.85350318,98980891.71974522,53952866.24203821,70977707.00636943,50677070.06369427,47012738.85350318,98980891.71974522,53977070.06369427,71022292.99363057,50715923.56687898,20634394.9044586,31437579.61783439,36761783.43949044,27412101.91082802,31676433.12101911,28914649.68152866,42707006.36942675,60609554.14012738,43558598.72611465,50198089.17197452,0.0,0.0,0.0,0.0,0.0,4700636.942675159,8075159.23566879,9998089.17197452,8514649.681528661,10078980.89171975,0.0,0.0,0.0,0.0,47626114.64968152,0.0,0.0,0.0,0.0,47626114.64968152,8270063.694267516,2579617.834394904,71200636.94267516,60217197.4522293,7006.369426751592,62956687.89808917,131033121.0191083,33387898.08917197,45849044.58598726,43201910.82802548,71226751.59235668,133612738.8535032,104588535.0318471,106066242.0382166,43208917.19745222,171498726.1146497,285033121.0191083,276191082.8025478,231461783.4394904,219179617.8343949,168587261.1464968,279766242.0382165,263124840.7643312,213957961.7834395,205011464.9681529,5185987.261146497,3375159.23566879,4185987.261146497,3988535.031847134,3002547.770700637,2911464.968152866,5266878.980891719,13066242.03821656,17503821.65605095,14168152.86624204,,,,,,,,,,,,,,80.0,50.0,,5.0,,,5.0,5.0,,,,5.0,5.0,,,,,,,,,,,155.0,0,1,1,1
130,207,14,5.068965517241379,21,6431477.101910826,58,26,5.035714285714286,20,6534116.681528663,56,3503184.713375796,5095541.401273885,Действующая,0.0,0.0,0.0,0.0,0.0,5485350.318471338,0.0,5419745.222929936,5224203.821656051,5158598.726114649,5485350.318471338,0.0,5419745.222929936,5224203.821656051,5158598.726114649,6136942.675159235,0.0,8310191.082802547,16294267.51592357,13078980.89171975,12349681.52866242,0.0,12947770.70063694,20338216.56050956,16303184.7133758,6369.426751592357,0.0,6369.426751592357,6369.426751592357,6369.426751592357,4661783.439490446,0.0,5877070.063694268,7044585.987261146,9719745.222929936,1815286.624203822,0.0,480891.7197452229,0.0,0.0,1815286.624203822,0.0,480891.7197452229,0.0,0.0,318471.3375796178,0.0,318471.3375796178,356687.898089172,318471.3375796178,11038853.50318471,0.0,11691719.74522293,18161146.49681529,11422929.93630573,11357324.84076433,0.0,12010191.08280255,18517834.39490446,11741401.27388535,62400000.0,0.0,79151592.35668789,73117834.39490445,86177707.00636943,58188535.03184713,0.0,74729299.36305732,67679617.8343949,79570063.69426751,1414012.738853503,0.0,322292.9936305732,1457961.78343949,3373248.407643312,1734394.904458599,0.0,647770.7006369426,1159872.611464968,2803821.656050955,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,0,0,0,0
131,208,4,1.588235294117647,0,0.0,17,2,1.153846153846154,0,0.0,13,955414.0127388536,2484076.433121019,Действующая,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996815.286624204,1593630.573248408,1200000.0,0.0,0.0,1996815.286624204,1593630.573248408,1200000.0,4587898.089171974,5752229.299363057,8716560.50955414,7235668.789808917,7605732.484076433,12328025.47770701,15779617.8343949,25975796.17834395,28692356.68789809,30437579.61783439,0.0,0.0,0.0,0.0,0.0,1619745.222929936,4356050.955414013,8822292.993630573,12403184.7133758,12387898.08917197,0.0,286624.2038216561,127388.5350318471,0.0,0.0,0.0,286624.2038216561,127388.5350318471,0.0,0.0,3392993.630573248,2032484.076433121,673885.3503184713,5056687.898089171,4492356.687898089,7315286.624203822,9104458.598726114,18349044.58598726,12826114.64968153,14756687.89808917,10708280.25477707,11136942.67515923,19022929.93630573,17882802.5477707,19249044.58598726,122914649.6815287,136915923.566879,153746496.8152866,177668152.866242,163378343.9490446,119929299.3630573,127450955.4140127,146125477.7070064,170905732.4840764,155400000.0,2198726.114649681,4452229.299363057,5630573.248407643,4507643.312101911,5026751.592356687,2985350.318471338,9464968.152866242,7621019.108280255,6762420.382165605,7978343.949044585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
132,209,3,2.444444444444445,0,0.0,9,24,6.5,3,30830.71974522293,8,1910828.025477707,5095541.401273885,Действующая,0.0,0.0,0.0,0.0,0.0,84076.4331210191,56050.95541401274,28025.47770700637,0.0,1331210.191082803,84076.4331210191,56050.95541401274,28025.47770700637,0.0,1331210.191082803,6430573.248407643,6246496.815286624,6805732.484076433,12605732.48407643,16424203.82165605,15714649.68152866,16042038.21656051,20394904.45859873,23159235.66878981,30966242.03821656,0.0,0.0,0.0,6369.426751592357,6369.426751592357,729936.3057324841,1036305.732484076,921019.1082802548,2163057.324840764,2687898.089171974,4171974.522292993,4550955.414012739,4929936.305732484,0.0,7960509.554140127,4171974.522292993,4550955.414012739,4929936.305732484,0.0,8682802.5477707,0.0,0.0,0.0,7417834.394904458,0.0,10896815.2866242,10510828.02547771,14571974.52229299,13578343.94904459,20926751.59235669,10896815.2866242,10510828.02547771,14571974.52229299,20996178.34394904,20926751.59235669,96466242.03821656,88817197.45222929,113261783.4394904,171770700.6369427,159933757.9617834,86422929.93630573,78917197.45222929,101435031.8471338,167326114.6496815,148517197.4522293,912738.8535031846,1295541.401273885,1151592.356687898,506369.4267515923,752229.2993630572,4229299.363057325,3588535.031847134,2937579.617834395,291719.7452229299,1112101.910828026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
133,210,31,12.08571428571429,28,19248489.71974522,35,22,6.7,4,2462452.78343949,10,44585987.26114649,44585987.26114649,Действующая,0.0,0.0,0.0,0.0,0.0,998050955.4140128,689659872.611465,889255414.0127388,394887261.1464968,621123566.8789809,998050955.4140128,824182165.6050955,901360509.55414,406992356.6878981,621123566.8789809,5603712738.853503,7089703821.656051,9301021019.10828,13191533121.01911,14263564331.21019,17704340127.38853,15461421656.05095,18210647133.75796,32090347770.70063,41775725477.70701,6369426.751592357,6369426.751592357,6369426.751592357,6369426.751592357,6369426.751592357,943546496.8152866,832057961.7834395,3231372611.464968,1991151592.356688,1815929299.363057,0.0,0.0,0.0,0.0,6753702547.7707,0.0,0.0,0.0,0.0,6753702547.7707,0.0,0.0,0.0,6978563057.324841,0.0,17652914012.73885,15356656050.95541,15657389808.9172,23344228662.42038,33716140127.38853,17758844585.98726,15453545859.87261,15880635668.78981,30506189171.97452,33827217834.3949,21186084713.37579,19377972611.46497,23988444585.98726,27314791719.74522,33444498726.11465,19839219108.28025,18673164968.15287,20624776433.12102,23382282165.60509,31704720382.1656,336024203.821656,364278343.9490446,3768294904.458599,2821051592.356688,49581528.66242038,1073197452.229299,397913375.7961783,2702117834.394904,2422563694.267516,186064968.1528662,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,10.0,1,0,0,1
134,211,0,0.0,0,0.0,0,52,10.33333333333333,2,606187.2101910828,6,19108280.25477707,12738853.50318471,Действующая,4474522.29299363,3925477.707006369,3473885.350318471,2905732.484076433,2321656.050955414,20478980.89171974,72619745.22292994,231442038.2165605,1185875159.235669,1796640764.33121,90655414.01273884,142452866.2420382,357127388.5350319,1468628025.477707,2037166878.980892,387295541.4012738,1097198089.171974,1126271337.579618,1620308280.254777,1188167515.923567,902791082.8025476,2836982165.605095,3216864331.210191,3942856687.898089,3601961146.496815,159235668.7898089,159235668.7898089,159235668.7898089,159235668.7898089,159235668.7898089,219626114.6496815,1535532484.076433,2451231210.191082,4021194904.458599,3632933121.019108,0.0,0.0,0.0,0.0,159235668.7898089,2271337.579617834,7229936.305732484,15306369.42675159,219471337.5796178,373669426.7515923,605483439.4904459,0.0,0.0,0.0,1046496.815286624,165260509.5541401,1430134394.904459,1097591719.745223,1137729299.363057,1601354140.127388,771548407.6433121,1436673248.407643,1107454140.127388,1170818471.337579,1632525477.707006,550908917.1974522,6688377070.063694,5776932484.076433,6667724840.764331,6728329299.363057,332271337.5796178,3993919745.22293,3685461783.43949,4272947133.757962,4879292993.630573,99800636.94267516,2442536305.732484,1721258598.726115,1967813375.796178,1288686624.203822,136990445.8598726,2499257961.783439,1724035668.789809,1915823566.878981,1303487898.089172,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,10.0,1,1,1,0
135,213,15,3.375,1,25379.10828025478,8,83,22.4,4,1099670.191082802,5,121019108.2802548,57324840.76433121,Действующая,0.0,0.0,223566.8789808917,331847.1337579618,291082.8025477707,23910828.02547771,36393630.57324841,66326114.64968152,100352866.2420382,172317197.4522293,23911464.96815287,36398089.17197452,66552866.24203821,111554140.1273885,204514012.7388535,7785987.261146496,17711464.96815287,19443949.04458599,42926114.64968152,57491082.80254777,63389808.91719745,121446496.8152866,149160509.5541401,177677707.0063694,302052229.299363,6369.426751592357,19108.28025477707,19108.28025477707,19108.28025477707,19108.28025477707,44384713.37579618,80233757.96178344,93455414.01273884,126258598.7261146,229154140.1273885,8833121.01910828,15461783.43949044,17388535.03184713,19745222.9299363,0.0,9440127.388535032,25681528.66242038,22673885.35031847,41097452.22929936,34377070.06369427,9639490.445859872,9503184.713375796,10594267.51592357,14550955.41401274,20862420.3821656,23836942.67515923,40087898.08917198,84761783.43949044,102205732.4840764,215105732.4840764,33476433.12101911,51929299.36305732,99584076.433121,121875796.1783439,243035031.8471338,691501910.8280255,1045781528.66242,1555848407.643312,2080846496.815287,2322869426.751592,619522292.9936305,933400000.0,1450478980.89172,1939520382.165605,2069026751.592357,33185987.2611465,44991082.80254777,18203821.65605095,40103184.71337579,127919745.2229299,36503184.71337579,48328662.42038216,23945859.87261146,46652866.24203821,141346496.8152866,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,5.0,,,,,,,,,,,15.0,0,0,0,0
136,214,36,6.673076923076923,19,10542141.54140127,52,14,3.946428571428572,12,4179118.350318471,56,3821656.050955414,3821656.050955414,Действующая,0.0,0.0,0.0,0.0,0.0,8463694.267515924,7371337.579617834,9036305.732484076,6517197.452229299,7430573.248407643,8463694.267515924,7371337.579617834,9036305.732484076,6517197.452229299,7430573.248407643,7685987.261146496,3214649.681528662,20921656.05095541,16650955.41401274,13914649.68152866,18838853.50318471,25463694.26751592,39756687.89808917,51737579.61783439,40550955.41401274,7643.312101910828,7643.312101910828,7643.312101910828,7643.312101910828,7643.312101910828,8574522.29299363,11096815.2866242,2493630.573248407,2800000.0,1053503.184713376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12356687.89808917,9554140.127388537,6379617.834394904,1859872.611464968,18226751.59235669,27354777.07006369,6252229.299363057,18728025.47770701,21738216.56050956,46299363.05732484,55454777.0700637,46928025.47770701,199336942.6751592,197286624.2038217,215057324.8407643,229229299.3630573,231033121.0191083,196528662.4203822,194764331.2101911,213140127.388535,227484713.3757962,230497452.2292994,3191082.802547771,2522292.993630573,2485987.261146497,2792356.687898089,1045859.872611465,2808280.25477707,2522292.993630573,1917197.452229299,1744585.987261147,535668.7898089172,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,1,0,0,0
137,215,0,0.0,0,0.0,0,4,1.75,0,0.0,8,955414.0127388536,955414.0127388536,Действующая,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45566878.98089172,49281528.66242038,81540127.38853502,0.0,0.0,45566878.98089172,49281528.66242038,81540127.38853502,0.0,0.0,7388535.031847133,20387898.08917197,20026751.59235669,0.0,0.0,45220382.16560509,70439490.44585986,76245222.9299363,0.0,0.0,12738.85350318471,12738.85350318471,12738.85350318471,0.0,0.0,25264331.21019108,27928025.47770701,42700000.0,0.0,0.0,22378980.89171974,20003821.65605095,17628025.47770701,0.0,0.0,22378980.89171974,21573248.40764331,30297452.22929936,0.0,0.0,29299363.05732484,40787898.08917198,43250955.41401274,0.0,0.0,13844585.98726115,29431847.13375796,41538216.56050956,0.0,0.0,43143949.04458599,70219745.22292994,84788535.03184713,0.0,0.0,183416560.5095541,223546496.8152866,336708280.2547771,0.0,0.0,164061783.4394904,203412738.8535032,304902547.7707006,0.0,0.0,2609554.140127388,3403184.713375796,7712101.910828025,0.0,0.0,8505732.484076433,10198089.17197452,19645222.9299363,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,10.0,0,0,0,0
138,216,2,2.0,0,0.0,1,0,0.0,0,0.0,0,3184713.375796178,6369426.751592357,Действующая,0.0,0.0,0.0,0.0,0.0,65605.09554140127,58598.72611464968,51592.35668789809,43949.04458598726,1592993.630573248,65605.09554140127,58598.72611464968,51592.35668789809,43949.04458598726,1592993.630573248,3194904.458598726,13943312.10191083,31591082.80254777,37614649.68152866,40780254.77707006,26006369.42675159,27058598.72611465,45761146.49681529,59354140.12738853,71380891.71974522,6369.426751592357,0.0,0.0,0.0,0.0,842038.2165605095,1413375.796178344,2044585.987261146,2744585.987261146,3696178.343949045,8821656.050955413,5585987.261146497,5602547.770700636,5031847.133757962,4872611.464968152,8821656.050955413,5585987.261146497,5602547.770700636,5031847.133757962,4872611.464968152,0.0,0.0,0.0,222929.9363057325,77707.00636942674,16408280.25477707,20117834.39490446,38165605.0955414,51398726.11464968,64327388.53503185,16408280.25477707,20117834.39490446,38165605.0955414,51621656.05095541,64405095.54140127,87213375.79617834,95540127.38853502,100071337.5796178,106411464.9681529,82219745.22292994,85727388.53503184,94631847.13375796,99249681.5286624,105894904.4585987,80498089.17197452,773248.4076433121,706369.4267515923,789808.9171974522,875159.2356687898,1189171.974522293,912101.9108280254,908280.25477707,821656.050955414,516560.5095541401,1721656.050955414,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,5.0,0,0,0,0
139,218,0,0.0,0,0.0,0,13,4.971428571428572,14,8376754.49044586,35,1273885.350318471,4522292.993630573,Действующая,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23909554.14012739,19300000.0,0.0,0.0,0.0,23909554.14012739,19300000.0,0.0,0.0,0.0,9719108.280254778,10077070.06369427,0.0,0.0,0.0,92827388.53503184,136904458.5987261,0.0,0.0,0.0,0.0,6369.426751592357,0.0,0.0,0.0,959235.6687898088,1669426.751592357,0.0,0.0,0.0,47852866.24203821,50971974.52229299,0.0,0.0,0.0,52874522.29299363,54429936.30573248,0.0,0.0,0.0,22929.93630573248,0.0,0.0,0.0,0.0,62880891.71974522,100105095.5414013,0.0,0.0,0.0,62903821.65605095,100105095.5414013,0.0,0.0,0.0,198516560.5095541,205672611.4649681,0.0,0.0,0.0,194173248.4076433,179403821.656051,0.0,0.0,0.0,1101273.885350318,1044585.987261146,0.0,0.0,0.0,4343312.101910828,6425477.707006369,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,0,0,0,0
140,219,14,7.0,2,1200378.72611465,3,6,2.642857142857143,1,352953.8216560509,14,5222929.936305732,2611464.968152866,Действующая,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2275159.23566879,1710828.025477707,0.0,0.0,0.0,2275159.23566879,1710828.025477707,0.0,0.0,0.0,13895541.40127388,11161146.49681529,0.0,0.0,0.0,16601910.82802548,17920382.16560509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15961783.43949044,16380254.77707006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2915286.624203822,3250955.414012739,0.0,0.0,0.0,2915286.624203822,3250955.414012739,0.0,0.0,0.0,56233121.01910828,46783439.49044586,0.0,0.0,0.0,56245222.9299363,45777070.06369427,0.0,0.0,0.0,935031.847133758,907643.3121019108,0.0,0.0,0.0,-12101.91082802548,1006369.426751592,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,0,0,0,0
141,221,6,4.5,1,542664.7579617834,2,5,3.0,0,0.0,2,1273885.350318471,1273885.350318471,Действующая,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2178343.949044586,1747770.700636943,0.0,0.0,0.0,2178343.949044586,1747770.700636943,0.0,0.0,0.0,5524840.76433121,4131210.191082803,0.0,0.0,0.0,12757961.78343949,13821656.05095541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7995541.401273885,8343949.044585987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242038.2165605096,0.0,0.0,0.0,0.0,6698726.114649681,7225477.707006369,0.0,0.0,0.0,6940764.33121019,7225477.707006369,0.0,0.0,0.0,61561146.49681529,69996815.28662421,0.0,0.0,0.0,62354777.0700637,69982165.60509554,0.0,0.0,0.0,1046496.815286624,1172611.464968153,0.0,0.0,0.0,-793630.5732484076,14649.68152866242,,,,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,10.0,0,0,0,0
142,222,3,3.0,0,0.0,1,7,3.714285714285714,2,1065089.649681529,7,7324840.764331209,7324840.764331209,Действующая,0.0,0.0,0.0,0.0,636.9426751592356,0.0,0.0,258105095.5414013,462445222.9299363,388815286.6242038,0.0,0.0,258766242.0382166,464255414.0127388,390400000.0,0.0,0.0,89316560.50955413,49143312.10191083,68736942.67515923,0.0,0.0,479025477.7070063,373464331.2101911,595612738.8535031,0.0,0.0,6369.426751592357,6369.426751592357,12738.85350318471,0.0,0.0,367701273.8853503,400177070.0636942,437419745.2229299,0.0,0.0,0.0,134593630.5732484,181795541.4012739,0.0,0.0,1081528.662420382,138806369.4267516,184110828.0254777,0.0,0.0,53733757.96178344,24604458.59872611,125314012.7388535,0.0,0.0,314905095.5414013,269515286.6242038,231375159.2356688,0.0,0.0,369008917.1974522,298736305.732484,364482165.6050955,0.0,0.0,694490445.8598726,841294267.5159235,834912738.8535031,0.0,0.0,515637579.6178344,726750318.4713376,689415923.5668789,0.0,0.0,30943312.10191083,34341401.27388535,46231847.13375796,0.0,0.0,35216560.50955414,40598726.11464968,51098726.11464968,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,10.0,0,0,0,0
143,223,49,9.704,65,31936027.69426751,125,39,10.26973684210526,77,29686281.90445859,152,12738853.50318471,12738853.50318471,Действующая,0.0,0.0,0.0,0.0,0.0,735668.7898089172,2059872.611464968,2373248.407643312,1028662.420382166,264968.152866242,735668.7898089172,2059872.611464968,2373248.407643312,1028662.420382166,264968.152866242,1047682165.605096,646817197.4522293,355019745.2229299,565335668.7898089,779744585.987261,1203357324.840764,825654777.0700637,561495541.4012738,690622292.9936305,895492356.687898,636942.6751592356,636942.6751592356,636942.6751592356,636942.6751592356,636942.6751592356,103324840.7643312,91252866.24203822,51007643.31210191,15824840.76433121,48115923.56687898,0.0,77258598.72611465,0.0,271224203.821656,221331210.1910828,12101.91082802548,77268152.86624204,7643.312101910828,271239490.4458598,221341401.2738853,69831847.13375796,164117834.3949045,0.0,0.0,0.0,1027948407.643312,490082165.6050955,509150318.4713376,400444585.9872611,624275159.2356688,1100756050.955414,659193630.5732484,512853503.1847134,404586624.2038217,626300000.0,3474934394.904459,3643677070.063694,3205704458.598726,2533917834.394904,2649006369.426752,3243728025.477707,3423998089.171974,3049176433.121019,2411076433.121019,2508133757.961783,101531847.133758,84517197.45222929,33828662.42038216,5956050.955414012,42873248.40764331,153129936.3057325,109500000.0,58722929.93630573,31329299.36305732,67566878.98089172,,,,,,,,,,,,,,80.0,,,,,,,,,,,,5.0,,,,,,,,,,,85.0,0,1,1,1
144,225,0,0.0,0,0.0,0,13,4.027777777777778,9,3384657.910828025,36,6369426.751592357,11146496.81528662,Действующая,0.0,0.0,0.0,0.0,0.0,29375159.23566879,39410191.08280255,45780891.71974522,47798726.11464968,50287261.14649681,29375159.23566879,39410191.08280255,45780891.71974522,47798726.11464968,50287261.14649681,23415286.62420382,20648407.6433121,16150955.41401274,20290445.85987261,20288535.03184713,62164331.21019108,50036942.67515923,42249044.58598726,55236942.67515923,52736305.73248407,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,5807006.369426752,8868152.866242038,8947133.757961784,12903184.7133758,16880891.71974522,11687898.08917197,12065605.0955414,5820382.165605095,14275159.23566879,6354140.127388535,11687898.08917197,12065605.0955414,5820382.165605095,14275159.23566879,6354140.127388535,3821.656050955414,36942.67515923567,696815.2866242038,1887898.089171974,1741401.27388535,73435668.78980891,67871974.52229299,71960509.55414012,73363694.26751593,77441401.27388535,74044585.98726115,68514012.7388535,73263057.32484075,75856687.89808917,79787898.08917198,191003184.7133758,194203821.656051,248397452.2292994,282402547.7707006,356029936.3057325,190157324.8407643,187636942.6751592,243601910.8280255,284204458.5987261,346988535.0318471,2971974.522292993,3826114.649681529,3044585.987261146,4945222.929936306,7276433.121019108,845859.8726114649,6566878.980891719,4795541.401273885,-1801910.828025478,9041401.27388535,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,,,,,,,,,,10.0,0,0,0,0
